trip_id,origin_airport,destination,destination_airport,seats,return_flight_booked,departure_time,return_time,checked_bags,trip_airline,destination_airport_lat,destination_airport_lon,base_fare_usd,flight_distance_km
602120-7e1000f062c244b4b2359b3bce45d7e3,YMX,new york,LGA,1,TRUE,2023/2/26 7:00,2023/3/7 7:00,0,American Airlines,40.64,-73.779,93.56,560.8181463
602734-0b89e363d8824d2a95a7fbdcdaae2f65,UGN,ottawa,YOW,1,TRUE,2023/2/25 16:00,2023/2/28 16:00,0,Delta Air Lines,45.323,-75.669,180.5,1028.468592
602734-0b89e363d8824d2a95a7fbdcdaae2f65,UGN,ottawa,YOW,1,TRUE,2023/2/25 16:00,2023/2/28 16:00,0,Delta Air Lines,45.323,-75.669,180.5,1028.468592
602827-7ee6a0d143754d73820ba6e2132e54c8,SJC,new york,JFK,1,TRUE,2023/7/26 14:00,2023/7/29 14:00,0,American Airlines,40.64,-73.779,710.56,4124.793561
602827-434c55d326144d9681a752cd3aa1cec8,SJC,chicago,MDW,1,TRUE,2023/5/21 12:00,2023/5/23 12:00,1,Southwest Airlines,41.786,-87.752,480.37,2950.379569
602827-363fa5f36023488788ad9eb10e437b29,SJC,toronto,YZD,1,TRUE,2023/4/24 7:00,2023/4/26 7:00,0,United Airlines,43.862,-79.37,676.74,3623.043342
602827-4abe6164f634442cb2ee472b6d3d46c9,SJC,new york,JFK,1,TRUE,2023/3/22 12:00,2023/3/24 12:00,1,Etihad Airways,40.64,-73.779,818.13,4124.793561
602827-95ce4508e9d44d61ada56a4c8470ac48,SJC,philadelphia,PHL,1,TRUE,2023/2/28 10:00,2023/3/7 10:00,1,American Airlines,39.872,-75.241,670.54,4019.6348
604617-d8f42dded3d941b4a4968d5f42364c17,NBG,calgary,YYC,1,TRUE,2023/3/9 16:00,2023/3/12 16:00,1,WestJet,51.114,-114.02,570.16,3089.131272
604688-58a36cb496f5409f9f81bf1ff2143a6c,SFO,philadelphia,PHL,1,TRUE,2023/4/8 9:00,2023/4/10 9:00,1,American Airlines,39.872,-75.241,717.87,4047.754248
604688-636bda88a1ac4ed781a345ab77857073,SFO,montreal,YUL,1,TRUE,2023/3/21 12:00,2023/3/23 12:00,0,Porter Airlines,45.517,-73.417,767.89,4100.496452
604688-636bda88a1ac4ed781a345ab77857073,SFO,montreal,YUL,1,TRUE,2023/3/21 12:00,2023/3/23 12:00,0,Porter Airlines,45.517,-73.417,767.89,4100.496452
604688-3e12e6afa0bf421399ad585bacfabeaf,SFO,las vegas,LAS,1,TRUE,2023/3/5 7:00,2023/3/10 7:00,0,Allegiant Air,36.08,-115.152,96.55,664.8948618
604688-fc35c76a8783476f8ffecdf86cff571c,SFO,nashville,BNA,1,TRUE,2023/6/30 7:00,2023/7/5 7:00,1,JetBlue Airways,36.124,-86.678,595.11,3160.599616
605619-f100630367b140188ff35547c9cd458a,OPF,los angeles,LAX,1,TRUE,2023/3/18 9:00,2023/3/22 9:00,1,Delta Air Lines,33.942,-118.408,632.21,3758.830846
605619-adea51d70a4149f59dc393336dd003fc,OPF,detroit,DTW,1,TRUE,2023/6/14 7:00,2023/6/18 7:00,3,Delta Air Lines,42.409,-83.01,374.17,1851.794475
606862-5ecb9d6794a74289969d3a7ae4f658b5,YYC,new york,JFK,1,TRUE,2023/4/26 7:00,2023/4/29 7:00,1,Allegiant Air,40.64,-73.779,486.21,3277.11177
606862-463bc95797ee4e49bd27ed13f590e594,YYC,dallas,DAL,1,TRUE,2023/3/27 7:00,2023/4/2 7:00,1,Southwest Airlines,32.847,-96.852,424.37,2464.542338
607197-e9210e96d6084a14803b92e199fd8112,DAL,istanbul,IST,1,TRUE,2023/11/7 14:00,2023/11/23 14:00,0,Turkish Airlines,40.977,28.821,1739.02,10098.00857
607197-e9210e96d6084a14803b92e199fd8112,DAL,istanbul,IST,1,TRUE,2023/11/7 14:00,2023/11/23 14:00,0,Turkish Airlines,40.977,28.821,1739.02,10098.00857
609230-8ee287830dac41d9a00a0d475819fe0b,AUS,fresno,FAT,1,TRUE,2023/6/9 15:00,2023/6/12 15:00,0,American Airlines,36.776,-119.718,426.78,2165.657515
609230-ca3bb438c05749f2a09dc2867c72f5ad,AUS,el paso,BIF,2,TRUE,2023/3/4 9:00,2023/3/6 9:00,0,Ryanair,31.849,-106.38,295.09,849.8765329
609236-11e10e36a3304682b992ec51c63eab99,MKE,toronto,YYZ,1,TRUE,2023/4/6 7:00,2023/4/8 7:00,0,JetBlue Airways,43.862,-79.37,129.48,695.9266477
609236-ff4af0a1984848c4a9244b274d9f1735,MKE,houston,HOU,1,TRUE,2023/6/4 7:00,2023/6/6 7:00,1,Southwest Airlines,29.607,-95.159,305.83,1618.320583
609236-70084a4a091b4ae790a28b3c6184b513,MKE,new york,LGA,1,TRUE,2023/2/28 9:00,2023/3/1 9:00,1,Spirit Airlines,40.64,-73.779,213.11,1196.555079
609683-a971b5c67f624ab690eff645ace24f30,MEM,jacksonville,LRF,2,TRUE,2024/1/25 16:00,2024/2/17 16:00,1,American Airlines,30.494,-81.688,364.14,924.8757406
609683-a971b5c67f624ab690eff645ace24f30,MEM,jacksonville,LRF,2,TRUE,2024/1/25 16:00,2024/2/17 16:00,1,American Airlines,30.494,-81.688,364.14,924.8757406
609720-5e4731629fa74f1e98707e7a504390f3,PHX,montreal,YUL,1,TRUE,2023/3/3 14:00,2023/3/7 14:00,1,Cubana de Aviaci??n,45.517,-73.417,591.87,3532.917285
609720-cc1ef71e62a84b5cac054ef96552c900,PHX,fresno,FAT,1,TRUE,2023/4/1 8:00,2023/4/3 8:00,0,Allegiant Air,36.776,-119.718,140.18,793.3602739
609720-cc1ef71e62a84b5cac054ef96552c900,PHX,fresno,FAT,1,TRUE,2023/4/1 8:00,2023/4/3 8:00,0,Allegiant Air,36.776,-119.718,140.18,793.3602739
609720-ad371827dc6e4d0e9a9c0e3e45619026,PHX,new york,JFK,1,TRUE,2023/6/11 14:00,2023/6/15 14:00,0,Aeroflot Russian Airlines,40.64,-73.779,669.68,3457.787343
609817-b0c19603a13847cf873bf0e45efd5880,BFL,el paso,ELP,1,TRUE,2023/7/6 7:00,2023/7/8 7:00,0,Alitalia,31.849,-106.38,218.44,1238.243185
609817-d5f44b120ebd40f6b2e3805134d8bd7f,BFL,tucson,TUS,1,TRUE,2023/3/5 7:00,2023/3/9 7:00,1,JetBlue Airways,32.166,-110.883,168.56,837.7183479
609817-aa9d8c6d1b2642c8bf8d4102f66068cb,BFL,los angeles,LSQ,1,FALSE,2023/4/6 7:00,,0,Ryanair,33.942,-118.408,15.49,176.0895646
609817-f374e4efc4cc4c9390a38fe07bcd11cc,BFL,new york,JFK,1,TRUE,2023/3/21 13:00,2023/3/25 13:00,1,American Airlines,40.64,-73.779,797.72,3963.392526
609838-c31c12cf921f4ab8a749c4796765012c,BUF,istanbul,IST,2,TRUE,2024/4/14 7:00,2024/4/29 7:00,1,Turkish Airlines,40.977,28.821,2810,8199.244784
609838-c31c12cf921f4ab8a749c4796765012c,BUF,istanbul,IST,2,TRUE,2024/4/14 7:00,2024/4/29 7:00,1,Turkish Airlines,40.977,28.821,2810,8199.244784
610144-cbf82672ae3e4749af948f5fe4fa13f2,LAX,chicago,UGN,1,TRUE,2023/3/14 16:00,2023/3/17 16:00,1,Ryanair,41.786,-87.752,438.23,2811.59205
610144-5122aa993c7a46a2bbff5104b89ca928,LAX,charlotte,CLT,1,TRUE,2023/5/5 9:00,2023/5/7 9:00,1,Allegiant Air,35.214,-80.943,600.88,3412.556133
610144-8222a25fbb6e48e79e01f7ac3b2ea579,LAX,washington,DCA,1,TRUE,2023/3/1 7:00,2023/3/5 7:00,1,Allegiant Air,38.852,-77.037,612.99,3710.979675
610144-96021d01462845bb9395c919fa4586f0,LAX,milwaukee,MKE,1,TRUE,2023/4/6 11:00,2023/4/8 11:00,0,Southwest Airlines,42.947,-87.896,495.58,2820.661759
610144-4e95defd2af24ea190dab8b1f563fd77,LAX,louisville,LOU,1,TRUE,2023/7/5 12:00,2023/7/12 12:00,1,United Airlines,38.228,-85.664,508.95,2965.012842
610144-054ac108b9ed47baa03b66b98ccf4fd3,LAX,louisville,LOU,1,TRUE,2023/7/31 8:00,2023/8/5 8:00,0,American Airlines,38.228,-85.664,500.9,2965.012842
610226-061e8e36d80a45b886dd24bf17018c3c,IAH,charlotte,CLT,1,TRUE,2023/5/21 10:00,2023/5/27 10:00,1,American Airlines,35.214,-80.943,248.2,1467.00817
611065-c92e74b0ee9e4ae0bbb98416ef86a26f,LAX,montreal,YMX,1,TRUE,2023/6/11 7:00,2023/6/12 7:00,0,American Airlines,45.517,-73.417,705.5,3998.12267
611065-ae627fc6c8504e19a9a26c959d116891,LAX,calgary,YYC,1,TRUE,2023/7/16 11:00,2023/7/18 11:00,0,American Airlines,51.114,-114.02,382.95,1942.110292
611065-9b50c85c0ae243949fbc794ba4b21eec,LAX,new york,JFK,1,TRUE,2023/3/2 15:00,2023/3/7 15:00,1,Caribbean Airlines,40.64,-73.779,688.96,3974.209843
611065-1d91b032e85748bea1dd34418f478e55,LAX,jacksonville,LRF,3,TRUE,2023/3/15 7:00,2023/3/17 7:00,2,United Airlines,30.494,-81.688,1795.36,3457.274146
611251-598554d5e9c240f08a42a878ce6da3b4,YOW,toronto,YTZ,3,TRUE,2023/3/21 13:00,2023/3/24 13:00,0,Porter Airlines,43.862,-79.37,177.59,335.0266912
611251-8c84f8465ab04b31aabeed78cd3eaf29,YOW,los angeles,LAX,1,TRUE,2023/5/13 10:00,2023/5/15 10:00,0,EVA Air,33.942,-118.408,709.83,3821.393477
611251-254adda07e27405e8fdb9044469e3cea,YOW,phoenix,PHX,1,TRUE,2023/3/6 16:00,2023/3/11 16:00,1,American Airlines,33.535,-112.383,602.61,3378.607475
611583-a37c8443a39b4a2d8e9c3cd20820e57e,JAX,chicago,ORD,1,TRUE,2023/5/11 10:00,2023/5/14 10:00,1,American Airlines,41.786,-87.752,237.19,1367.658306
611583-4544af7a5c6f4f019df2291b836ba4fb,JAX,toronto,YZD,1,TRUE,2023/4/7 7:00,2023/4/10 7:00,1,Ryanair,43.862,-79.37,260.87,1500.398105
611583-c26a4064a2cc4ab5ae1aa65d3be022b8,JAX,chicago,UGN,1,TRUE,2023/3/1 16:00,2023/3/3 16:00,1,United Airlines,41.786,-87.752,241.99,1367.658306
611887-d2ed0cfecdd541b9841f2307e5b2cd54,PNE,new york,LGA,1,TRUE,2023/3/12 13:00,2023/3/19 13:00,0,WestJet,40.64,-73.779,21,121.4315395
611887-e24e7d12eb184e79829377ae95e62ca6,PNE,los angeles,LAX,1,TRUE,2023/2/27 7:00,2023/3/1 7:00,1,Delta Air Lines,33.942,-118.408,778.71,3874.262154
611887-84ff89ca6ec84c6f9b9f3217afc9aa71,PNE,toronto,YTZ,1,TRUE,2023/4/14 11:00,2023/4/15 11:00,1,Porter Airlines,43.862,-79.37,99.07,553.4761964
612002-0a83e7a0acfb4b9a83c520df5b5e9577,LAX,new york,JFK,1,TRUE,2023/3/26 14:00,2023/4/1 14:00,0,Allegiant Air,40.64,-73.779,712.41,3974.209843
612002-001fd634a8c14d2ea32daf3dcfe0d2be,LAX,new york,LGA,2,FALSE,2024/1/31 12:00,,1,Delta Air Lines,40.64,-73.779,771.8,3974.209843
612002-001fd634a8c14d2ea32daf3dcfe0d2be,LAX,new york,LGA,2,FALSE,2024/1/31 12:00,,1,Delta Air Lines,40.64,-73.779,771.8,3974.209843
612002-713cb9f0bf4f4527b0524cde842b42df,LAX,indianapolis,IND,1,TRUE,2023/5/19 7:00,2023/6/2 7:00,1,Delta Air Lines,39.717,-86.294,527.37,2912.932071
613941-3677b2043fb648ea8696b86d0ca8ee3e,LGA,dallas,DAL,2,TRUE,2023/6/1 9:00,2023/6/2 9:00,0,AirTran Airways,32.847,-96.852,758.73,2219.095487
613941-1d6270d9e4d5413a97c9efadba8a08dc,LGA,el paso,ELP,1,TRUE,2023/3/28 7:00,2023/3/31 7:00,0,Southwest Airlines,31.849,-106.38,602.81,3056.656709
613941-1d6270d9e4d5413a97c9efadba8a08dc,LGA,el paso,ELP,1,TRUE,2023/3/28 7:00,2023/3/31 7:00,0,Southwest Airlines,31.849,-106.38,602.81,3056.656709
614549-60155f6470b44b8583f3189c196cd652,BIF,new york,JFK,2,TRUE,2023/7/26 15:00,2023/7/30 15:00,2,Air Canada,40.64,-73.779,1164,3062.20462
614549-2724f91a02fc43cdba198d3d7e77335e,BIF,new york,JFK,1,TRUE,2023/3/3 16:00,2023/3/8 16:00,0,JetBlue Airways,40.64,-73.779,536.71,3062.20462
614595-8b3dc90b842f41edba81c35999a36416,SNA,sydney,BWU,6,TRUE,2023/12/25 7:00,2024/1/3 7:00,5,American Airlines,46.161,-60.048,5248.99,5005.34777
614595-8b3dc90b842f41edba81c35999a36416,SNA,sydney,BWU,6,TRUE,2023/12/25 7:00,2024/1/3 7:00,5,American Airlines,46.161,-60.048,5248.99,5005.34777
614933-ad73f7f20ed24b0b98c8e629cffb52c8,IND,san antonio,SKF,1,TRUE,2023/4/11 7:00,2023/4/17 7:00,1,United Airlines,29.529,-98.279,268.45,1573.816267
614933-4c2fd0ebdc5e413882271b8cdcfb9b96,IND,san jose,SJO,1,TRUE,2023/5/4 9:00,2023/5/8 9:00,0,Iberia Airlines,37.362,-121.929,553.06,3089.986298
615749-ab098a0eedf0468883abe1cf0ab4320d,SFO,charlotte,CLT,1,TRUE,2023/7/16 11:00,2023/7/18 11:00,0,American Airlines,35.214,-80.943,609.28,3686.979705
615749-cd60d9fa289c47b1866e35bf4cf4e9c6,SFO,los angeles,LSQ,2,TRUE,2023/4/4 9:00,2023/4/8 9:00,0,American Airlines,33.942,-118.408,187.53,543.2317983
615749-2cacc2ea61c34a50ab7a88a2b78c5593,SFO,jacksonville,NIP,1,TRUE,2023/3/6 12:00,2023/3/7 12:00,0,Ryanair,30.494,-81.688,663.59,3800.391188
615749-cea8e6e71d5f41e5a8fa962f68c3b09e,SFO,indianapolis,IND,1,TRUE,2023/3/19 12:00,2023/3/22 12:00,0,JetBlue Airways,39.717,-86.294,528.46,3120.061792
616222-fcddce57b7a442ad98b2034936d3abc8,YQB,los angeles,LSQ,2,TRUE,2023/4/3 9:00,2023/4/4 9:00,0,Delta Air Lines,33.942,-118.408,1628.09,4160.265054
616222-76b8ecc450d446efb8a9216aabebbd6d,YQB,chicago,ORD,1,TRUE,2023/3/5 7:00,2023/3/10 7:00,1,American Airlines,41.786,-87.752,242.52,1412.149799
617199-520d4f75e2eb4fd48e02d2c3d777ece9,MCI,san francisco,SFO,1,TRUE,2023/6/9 7:00,2023/6/13 7:00,1,AirTran Airways,37.619,-122.375,441.95,2406.346809
617199-3dbdcd5af3b040049ca2dc9280cbf1ea,MCI,new york,LGA,1,TRUE,2023/3/3 16:00,2023/3/10 16:00,1,Delta Air Lines,40.64,-73.779,335.6,1786.073162
617199-e6768da40866499ca07f7b6239fa678e,MCI,hamilton,YHM,2,TRUE,2023/7/25 8:00,2023/8/10 8:00,0,WestJet,43.173,-79.935,517.24,1306.670829
618642-22c46f7134244663b50290013a5639d1,HNL,calgary,YYC,1,TRUE,2023/4/1 10:00,2023/4/2 10:00,1,WestJet,51.114,-114.02,868.52,5028.974305
618642-86eecd1ca4374a68b8103ea62174c87a,HNL,new york,JFK,1,TRUE,2023/5/7 8:00,2023/5/7 8:00,1,Kuwait Airways,40.64,-73.779,1460.38,8007.273775
618780-67a8c1d8134941e3b1f000b5e7613cea,JFK,austin,AUS,1,TRUE,2023/3/25 15:00,2023/3/29 15:00,0,JetBlue Airways,30.194,-97.67,468.59,2445.503081
618780-a0ef4672455945c4b25e166446c9bc27,JFK,baltimore,BWI,1,TRUE,2023/7/6 7:00,2023/7/8 7:00,1,Delta Air Lines,39.175,-76.668,47.57,295.3697247
618780-a834370c7c024f94b1436c01162dfb5f,JFK,calgary,YYC,1,TRUE,2023/4/9 15:00,2023/4/17 15:00,1,Air Transat,51.114,-114.02,559.51,3277.11177
619615-af1abd271ffb40aeabf60663f59c23c3,BNA,toronto,YKZ,1,TRUE,2023/5/28 16:00,2023/6/1 16:00,0,Delta Air Lines,43.862,-79.37,187.76,1061.067231
619615-04610447377448c1a3d3e5bac9640f16,BNA,los angeles,LSQ,1,TRUE,2023/7/11 13:00,2023/7/13 13:00,1,Delta Air Lines,33.942,-118.408,503.18,2886.355252
619615-6ce7dbb3671f4ac6ab7287bca2e90170,BNA,calgary,YYC,1,TRUE,2023/5/6 7:00,2023/5/11 7:00,0,Air Canada,51.114,-114.02,431.97,2734.103349
619615-ff9786deb4014dad8677f1df8673a661,BNA,phoenix,PHX,1,TRUE,2023/4/9 7:00,2023/4/10 7:00,0,British Airways,33.535,-112.383,416.79,2356.877343
691334-b617719668f84940a04f0ff705652e9f,JFK,los angeles,LSQ,1,TRUE,2023/5/21 7:00,2023/5/23 7:00,0,American Airlines,33.942,-118.408,703.19,3974.209843
691334-4dfe847e6c7044c08be5d37e047f4f4d,JFK,el paso,BIF,1,TRUE,2023/7/2 13:00,2023/7/10 13:00,1,Delta Air Lines,31.849,-106.38,569.26,3062.20462
691334-5f19253719d145d1b395b41077c3b987,JFK,calgary,YYC,1,TRUE,2023/7/25 10:00,2023/7/29 10:00,1,Air Transat,51.114,-114.02,597.89,3277.11177
774666-64efd4c39d794e6094900df02e8c684c,MSP,san diego,NZY,1,TRUE,2023/5/26 9:00,2023/6/1 9:00,2,American Airlines,32.699,-117.215,436.56,2467.315501
774666-b8e9ae456e874a5eaa038863565178fb,MSP,toronto,YTZ,1,TRUE,2023/6/27 7:00,2023/6/29 7:00,1,Porter Airlines,43.862,-79.37,197.13,1105.073683
777366-ba10703543c148f1bd1bab7a9e929a94,JFK,hamilton,HLZ,1,TRUE,2023/5/26 9:00,2023/5/29 9:00,0,Air New Zealand,43.173,-79.935,108.73,581.8978301
811077-f7b380273eba443aa97c90566b799733,TYS,fresno,FAT,1,TRUE,2023/7/20 10:00,2023/7/28 10:00,0,Frontier Airlines,36.776,-119.718,579.79,3184.843425
175032-6bfef29e936140d8b1046e25e814e826,IAH,memphis,MEM,1,TRUE,2023/5/13 7:00,2023/5/15 7:00,1,American Airlines,35.042,-89.977,151.66,754.5171833
175032-d828723bb52a4f558d3ecc9123248b24,IAH,las vegas,LAS,3,TRUE,2023/3/12 7:00,2023/3/17 7:00,0,WestJet,36.08,-115.152,957.59,1963.118101
313724-d2ffb53da1934e62a25aa1c234d6afd6,TUL,jacksonville,NZC,1,TRUE,2023/2/7 12:00,2023/2/11 12:00,1,Ryanair,30.494,-81.688,227.33,1461.532343
313724-421019c3a541444ab74122e8b13de67a,TUL,los angeles,LSQ,1,TRUE,2023/7/4 7:00,2023/7/7 7:00,1,American Airlines,33.942,-118.408,377.23,2060.093227
313724-421019c3a541444ab74122e8b13de67a,TUL,los angeles,LSQ,1,TRUE,2023/7/4 7:00,2023/7/7 7:00,1,American Airlines,33.942,-118.408,377.23,2060.093227
313724-1c9ccaaef4894f429e885bff7fb67d52,TUL,hamilton,HLZ,2,TRUE,2023/4/14 7:00,2023/4/19 7:00,0,Air New Zealand,43.173,-79.935,578,1566.234778
313724-5ff715143f1d48248171238f11446d82,TUL,ottawa,YOW,1,TRUE,2023/1/11 8:00,2023/1/13 8:00,1,Air Canada,45.323,-75.669,351.51,1974.021225
363535-5a9d4d8bdd0c41d19fe86827d771b70a,CLT,montreal,YUL,2,TRUE,2023/6/22 8:00,2023/6/23 8:00,1,Air Transat,45.517,-73.417,484.84,1309.707321
363535-ae2567b185da4e3994607ce71f98a96b,CLT,phoenix,PHX,1,FALSE,2023/1/13 15:00,,0,Alaska Airlines,33.535,-112.383,251.87,2879.491992
363535-ce36de338f0d47089249e24a963567d3,CLT,dallas,DAL,1,TRUE,2023/3/28 7:00,2023/4/1 7:00,1,Southwest Airlines,32.847,-96.852,295.72,1487.776891
363535-ce36de338f0d47089249e24a963567d3,CLT,dallas,DAL,1,TRUE,2023/3/28 7:00,2023/4/1 7:00,1,Southwest Airlines,32.847,-96.852,295.72,1487.776891
371201-87f5d22da70c4a7ba18e83d7c4bf4ed1,JFK,indianapolis,IND,1,TRUE,2023/4/28 13:00,2023/5/7 13:00,3,AeroM??xico,39.717,-86.294,199.47,1067.267081
377069-ba230fa18c654d9faae84993b5eec0a3,LGA,el paso,ELP,2,TRUE,2023/11/4 19:00,2023/11/11 19:00,1,Allegiant Air,31.849,-106.38,926.67,3056.656709
377069-ba230fa18c654d9faae84993b5eec0a3,LGA,el paso,ELP,2,TRUE,2023/11/4 19:00,2023/11/11 19:00,1,Allegiant Air,31.849,-106.38,926.67,3056.656709
381259-539827874dd244c481d54b56fcbf323d,SAN,washington,DCA,1,TRUE,2023/1/16 7:00,2023/1/18 7:00,1,American Airlines,38.852,-77.037,719.48,3654.79734
387783-65870a69863c442e98a6d964e379c5b0,OAK,dallas,DAL,1,TRUE,2023/1/30 7:00,2023/2/1 7:00,0,AirTran Airways,32.847,-96.852,431.26,2357.735525
411179-340408f8258c472587e6836c5382a885,SJC,houston,IAH,1,TRUE,2023/3/8 12:00,2023/3/10 12:00,1,United Airlines,29.607,-95.159,507.36,2617.400318
411179-3e79bf8334914815b7dc005dc0ebd89a,SJC,seattle,BFI,1,TRUE,2023/3/23 7:00,2023/3/27 7:00,0,Kenmore Air,47.53,-122.302,202.92,1131.040352
411179-3e79bf8334914815b7dc005dc0ebd89a,SJC,seattle,BFI,1,TRUE,2023/3/23 7:00,2023/3/27 7:00,0,Kenmore Air,47.53,-122.302,202.92,1131.040352
413418-90e5f2e875994dccae8c30f2d5bf344c,TYS,new york,LGA,1,TRUE,2023/7/23 8:00,2023/7/31 8:00,1,American Airlines,40.64,-73.779,186.85,1040.238556
413418-fe7663907d87489cb38b4d0f9f03ceeb,TYS,new york,LGA,2,TRUE,2023/3/20 9:00,2023/3/22 9:00,2,American Airlines,40.64,-73.779,393.82,1040.238556
458688-4d7b1f2fbab043ac8df90989821c94f2,CLE,chicago,UGN,1,TRUE,2023/7/20 14:00,2023/7/25 14:00,0,Ryanair,41.786,-87.752,74.46,492.4274801
458688-6183978a59214f3d83fa8215d3696540,CLE,toronto,YYZ,1,TRUE,2023/2/16 7:00,2023/2/27 7:00,0,Allegiant Air,43.862,-79.37,53.22,339.6278311
459645-31f1c032b1b7483ca279a20ccac0dd40,ICT,ottawa,YOW,2,TRUE,2023/2/19 7:00,2023/2/25 7:00,1,First Air,45.323,-75.669,695.78,1995.145459
461744-fc06f9f8057442af971d2afa2ee92ef9,LGA,indianapolis,IND,1,TRUE,2023/1/27 9:00,2023/1/31 9:00,0,AirTran Airways,39.717,-86.294,201.15,1059.934215
464673-f365a875a591430db3a203a114440f1b,LOU,columbus,CMH,3,TRUE,2023/5/30 14:00,2023/6/6 14:00,2,United Airlines,39.998,-82.892,181.21,309.7013428
464673-9fef3a8e188040c5ac57b0abc4f4ca2f,LOU,montreal,YUL,2,TRUE,2023/2/7 16:00,2023/2/11 16:00,0,Air Canada,45.517,-73.417,471.39,1295.650983
464673-ff6099ed371d47f9965b4bdbc1da598b,LOU,portland,PWM,1,TRUE,2023/7/13 7:00,2023/7/16 7:00,1,American Airlines,45.589,-122.597,555.58,3133.737168
466205-252447bd22b84ac7b29c332b304efea6,LGA,phoenix,LUF,1,TRUE,2023/5/27 12:00,2023/5/28 12:00,1,Ryanair,33.535,-112.383,605.7,3477.110455
466205-cd5ff2e76aa0475c8a9ff02ec227fdad,LGA,san jose,SJC,1,TRUE,2023/4/9 7:00,2023/4/12 7:00,1,Alaska Airlines,37.362,-121.929,744.16,4114.217346
467007-fe0bcbcabac94028b84712fe9ff183bd,RAL,xiamen,XMN,5,TRUE,2023/11/21 12:00,2023/12/7 12:00,5,Xiamen Airlines,24.544,118.127,10202.41,11255.34385
467007-11bb86dbbdbc4171a96509853d075dd3,RAL,new york,LGA,1,TRUE,2023/1/13 7:00,2023/1/18 7:00,1,Delta Air Lines,40.64,-73.779,743.87,3892.659475
467007-c3af967293a74e72a09cbfca835bd912,RAL,los angeles,LSQ,1,TRUE,2023/3/22 13:00,2023/3/24 13:00,0,United Airlines,33.942,-118.408,15.73,88.83591987
471077-883e57a4ba97466cbd47d34e63bd7a03,LOU,los angeles,LAX,1,TRUE,2023/4/29 7:00,2023/4/29 7:00,0,American Airlines,33.942,-118.408,552.58,2965.012842
471077-f2aef64f7bb14dd18db440e2754f48f8,LOU,toronto,YYZ,1,TRUE,2023/1/24 16:00,2023/1/28 16:00,0,Hainan Airlines,43.862,-79.37,141.97,818.6675688
471077-c4bc2694616e4f96b13ef81c2e25d3d0,LOU,houston,IAH,1,TRUE,2023/5/18 7:00,2023/5/19 7:00,0,United Airlines,29.607,-95.159,209.43,1297.149819
471077-2f6c69504c4249dda5d10f612384c7a3,LOU,memphis,MEM,1,TRUE,2023/8/3 11:00,2023/8/5 11:00,1,United Airlines,35.042,-89.977,97.67,522.956223
471077-94acccf7a3dc467596b33c2ad6de8834,LOU,los angeles,LAX,1,TRUE,2023/6/3 12:00,2023/6/6 12:00,0,American Airlines,33.942,-118.408,495.06,2965.012842
471077-5e259b461ba5480ca17bb25de107b719,LOU,phoenix,LUF,1,TRUE,2023/1/11 11:00,2023/1/13 11:00,2,American Airlines,33.535,-112.383,458.29,2454.002298
471565-bf637abc9d1e40ae906ef218f9b8c17a,BNA,philadelphia,PNE,1,TRUE,2023/5/9 7:00,2023/5/11 7:00,1,Ryanair,39.872,-75.241,194.76,1084.320142
471717-517f3355ed4144c0b97c9075c2742411,LUF,portland,PWM,1,TRUE,2023/5/16 7:00,2023/5/20 7:00,0,JetBlue Airways,45.589,-122.597,296.33,1598.031943
471717-544bc48c0aa84d799f652708b159bf36,LUF,calgary,YYC,1,TRUE,2023/1/17 7:00,2023/1/18 7:00,0,WestJet,51.114,-114.02,304.58,1959.195624
471717-dab91008e43c490d8e8d9fd5f48abf58,LUF,denver,DEN,1,TRUE,2023/3/26 15:00,2023/3/29 15:00,1,JetBlue Airways,39.858,-104.667,163.56,982.8792801
472713-6673be4c463948a6944cbc1855d3165d,BNA,san diego,SAN,1,TRUE,2023/2/14 11:00,2023/2/16 11:00,0,Southwest Airlines,32.699,-117.215,577.87,2815.417808
472713-57c1b2f1f49c4636abb57c914969b467,BNA,indianapolis,IND,1,TRUE,2023/4/16 7:00,2023/4/18 7:00,1,Virgin Atlantic Airways,39.717,-86.294,74.3,400.9394698
472713-6a81969601944864b32106a28a0ea0e7,BNA,detroit,YIP,1,TRUE,2023/3/14 10:00,2023/3/16 10:00,1,United Airlines,42.409,-83.01,145.39,766.6830828
472713-fa01ee4fadb64489bdee63ef2c9a9358,BNA,houston,IAH,2,TRUE,2023/12/1 19:00,2023/12/13 19:00,2,United Airlines,29.607,-95.159,374.2,1072.706282
473402-6f4a4408f5104e91a59a772e31bc6dc8,LAX,hamilton,HLZ,2,TRUE,2023/1/24 7:00,2023/1/29 7:00,1,Air New Zealand,43.173,-79.935,1359.45,3465.148607
473402-5d30afff10b94c6da1780465944986cf,LAX,tucson,TUS,2,TRUE,2024/5/4 22:00,2024/5/20 22:00,2,United Airlines,32.166,-110.883,265.14,728.3888136
473402-5d30afff10b94c6da1780465944986cf,LAX,tucson,TUS,2,TRUE,2024/5/4 22:00,2024/5/20 22:00,2,United Airlines,32.166,-110.883,265.14,728.3888136
473402-dd32a230919f4676b062ee05285e644b,LAX,baltimore,BWI,1,TRUE,2023/3/7 8:00,2023/3/10 8:00,0,Southwest Airlines,39.175,-76.668,704.06,3739.962691
473467-07d19180020d477ebacaa9a5be021f83,AUS,boston,BOS,1,TRUE,2023/3/2 7:00,2023/3/4 7:00,0,JetBlue Airways,42.364,-71.005,544.08,2729.743878
