trip_id,user_id,destination_airport,destination_airport_lat,destination_airport_lon
510238-768aa782186646d98e1f0e00d20ee422,510238,BFI,47.53,-122.302
205044-6a83290ce87944688828793c667aacc4,205044,PHL,39.872,-75.241
584591-7936375347e541cf951fe3acd9953417,584591,YTZ,43.862,-79.37
588732-adce696c4dac4c83b46ffa7bc7810b37,588732,LGA,40.64,-73.779
667536-2017e7d39fb148d7b1b0b5f366e1388d,667536,LGA,40.64,-73.779
618535-67121f9674fe431599fa41666da34bf5,618535,AUS,30.194,-97.67
522115-5bce88486eac4df392b07c8e2ce1a574,522115,DAL,32.847,-96.852
517119-4b0eaf96ced440999238260e90e45ab7,517119,PWM,45.589,-122.597
569236-72507d45ea2c4d86914a030ec1825574,569236,EFD,29.607,-95.159
488870-9c5a3bdba8734c8392b27c8bdb2d008d,488870,LUF,33.535,-112.383
555499-50f1de30bf6b4d26abf8032fed808a96,555499,SFO,37.619,-122.375
566815-7e38244b926f4e8b864ede27bdecd3f7,566815,PHX,33.535,-112.383
521695-0ad72460e07841478289eaf2bdbe4747,521695,JFK,40.64,-73.779
599065-8b7cc3c727604c48badcc6101fb6c939,599065,LUF,33.535,-112.383
570162-acb63771f1744435aed292c44a676983,570162,YTZ,43.862,-79.37
514164-c19e15db7bf84736b18c9b7e4d3dd6e0,514164,LGA,40.64,-73.779
511560-db728f71736a46458a2c81411f6bcee9,511560,BWI,39.175,-76.668
518747-7fb0f31a266a4062b0b2a6d1b56bce0b,518747,CLT,35.214,-80.943
539008-c744c7b756d143e9bcd3a93b45d25e68,539008,SAT,29.529,-98.279
538188-4bec69932d814c3985d7ef6dfcb3d84c,538188,LAX,33.942,-118.408
525555-10faabe248514457a076b07794999573,525555,CMH,39.998,-82.892
574150-f8100d28074646859b4abef10f3d6382,574150,HOU,29.607,-95.159
542012-df7f120e2d8449d19324b52403266e72,542012,YXD,53.667,-113.467
545300-7bb4c8a78b5b4e729d07df0df477bd0e,545300,LGA,40.64,-73.779
462127-bfd42f876eff4e88832b22ea34a6750a,462127,JFK,40.64,-73.779
580626-ce582f3482724f00ba13790471a9c153,580626,YXU,43.036,-81.154
564713-fa5c8bb3bde044e6bbfed5ea49f9e41a,564713,DMA,32.166,-110.883
526079-b14c3609f2df415e96bc23adc7a585c8,526079,LAS,36.08,-115.152
515694-1dc6d170c42f4be49ce8db60f53f3073,515694,BWI,39.175,-76.668
512197-16f88d7c61e846e58f34176f711a3fa1,512197,PHL,39.872,-75.241
529362-abc5240abf6b437a804d5b9d5aef50b6,529362,IAH,29.607,-95.159
595126-c827cf9e9b514c21a97c438c3f403d73,595126,LBG,48.969,2.441
516176-55b353e5dbd94d65b968f9f6b0819109,516176,BOS,42.364,-71.005
190866-8aa5d82d788441fdbc8ce8046118b5f7,190866,PDX,45.589,-122.597
533492-2ca80ffce77b47b6a1db7b0d1c25396b,533492,BFI,47.53,-122.302
684806-6a63c9b5820a46a1803cf2d3024fdbd1,684806,HOU,29.607,-95.159
532653-57468c2db6c74d939f70b3af5ba4e3e7,532653,LGA,40.64,-73.779
600444-af0e670770e441739fefde6b97d25d72,600444,YYC,51.114,-114.02
564204-3eded8719d7042208a5d014f65f51186,564204,DAL,32.847,-96.852
664663-99dcdc27461f44689424f8a44f23c83a,664663,MKE,42.947,-87.896
544683-67a83879678145f2bb9536e376e459fc,544683,LCK,39.998,-82.892
497615-04507726b04a4c55a03225f5cbfd3a7e,497615,LAX,33.942,-118.408
450615-42bd461242d443e5bc39dd8e7f3a612a,450615,LUF,33.535,-112.383
510022-364109aecc52485685f334a9c0915562,510022,MEM,35.042,-89.977
528612-c97f5e04b1b14cf6a319b8b2f7914da0,528612,LSQ,33.942,-118.408
557963-0a1c0d9df7124dcdaefe98b89e2f80a8,557963,YKZ,43.862,-79.37
520851-8a269aae29cd464f8ea7acbf0909ff24,520851,LSV,36.08,-115.152
651675-d0e61894fbd8436681a043a825f32f00,651675,LSQ,33.942,-118.408
540664-d6535633c0e046ed871475105345f1fb,540664,LGA,40.64,-73.779
523392-9b17a51e20614f35b8f9d40be8352fe6,523392,YZD,43.862,-79.37
513611-ae2c96a252e240cf91334866f24587f2,513611,MKE,42.947,-87.896
581409-2bc83dcc0bcf4ee5b7c42d9e6ab84292,581409,DAL,32.847,-96.852
474384-738928098ba94d0c9520f7105f7d1019,474384,YTZ,43.862,-79.37
523335-80aeb47a319a4b178eeb8a09920d8f5e,523335,IAD,38.852,-77.037
545763-341f7140fb04457bbc6ec88a20849a41,545763,BOS,42.364,-71.005
515666-5fcfa9b281a649deaec304fdda965fb3,515666,SAN,32.699,-117.215
541112-3fa6476334d44bcc95f83fce2bc3b88f,541112,BOS,42.364,-71.005
573427-04ff89ed67364728ad6194d922bd39fd,573427,PHX,33.535,-112.383
487101-3ef9a07805bf479b8425dca87eeeff44,487101,YYC,51.114,-114.02
517061-047e6a96b40e4059b3e7290764226012,517061,JFK,40.64,-73.779
546127-812dc39409414803b24c68d9712eb40d,546127,LCK,39.998,-82.892
524036-32cd217dd8c1468288147a1a798b82aa,524036,SKF,29.529,-98.279
562490-318f9351869042b2b424c8d59509b795,562490,AYT,36.901,30.792
542937-2726e9d8dc714c5bab0441fe636d672e,542937,RND,29.529,-98.279
647662-fda6823a53794c58a1933904333ee145,647662,YYC,51.114,-114.02
449033-a61a5b6fc7544ea497468722b275d367,449033,UGN,41.786,-87.752
636102-1fcba438780a48c0bbe12a17a126a952,636102,YUL,45.517,-73.417
573122-3be1e8ce9c664deb8f31d487c8cb7f4e,573122,ORD,41.786,-87.752
717546-9b61121686f14f66b628cb31c91bcd6f,717546,CLT,35.214,-80.943
681581-8633a244919b4e1dae7d1d21d7191d2f,681581,PWM,45.589,-122.597
595431-bbd1d84e87a545669db5413207707e96,595431,YYC,51.114,-114.02
521743-c2aa7fda301a4e0ca1b944a818274428,521743,LGA,40.64,-73.779
513787-15bb5ff1d8a94b538ca2e2c0d58c05fc,513787,LAS,36.08,-115.152
534825-ae7eb5ecd70f44ba9e293a09a13036ae,534825,JFK,40.64,-73.779
448564-461f20bda01d465ab754be46f5c8f01f,448564,JFK,40.64,-73.779
530579-e58e5696c1ed405180e3c96edce46e95,530579,DTW,42.409,-83.01
513497-803ecc83725d48ad82e87e1b79bfef00,513497,LGA,40.64,-73.779
590829-d5ce5577ffba45b79fc566c73f60d1f6,590829,YQB,46.788,-71.398
592158-a2e6797af04c4730b1520de7da60eb04,592158,LAX,33.942,-118.408
494680-d32e46ecce70486eb7a8a342e4585661,494680,LOU,38.228,-85.664
510946-2ff6420be5144a2f8aa31c293763f690,510946,YYC,51.114,-114.02
563735-5aa77356029d4cb2bc68a0e8b544f474,563735,MDW,41.786,-87.752
613383-a23d275e7e0d443ab9fc7a4ec7054b7c,613383,LAS,36.08,-115.152
574909-acedc25ffca0441fb4a6116011da58f2,574909,LGA,40.64,-73.779
617407-96047dd8e8e24061a4138bdd5c3d0f31,617407,FTW,32.82,-97.362
515131-831ed35b371948e798a3c46dbe43b2b3,515131,YOW,45.323,-75.669
552861-1b7b270f0f3340899f17ba4335615ec0,552861,SIN,1.417,103.867
522315-9e0c62da511441a0940321c3cb0316f1,522315,DTW,42.409,-83.01
541061-a3b2483c1f32430dbeaca926906ce292,541061,BWI,39.175,-76.668
506234-44dbc116a6d740e6839c56553707154b,506234,FAT,36.776,-119.718
506130-d00974e22e974327a65c6b2651e5a92f,506130,LGA,40.64,-73.779
534351-ba193107e23649908e032c98e8031e18,534351,JFK,40.64,-73.779
532656-6f3b6214619a4884ab3756b2c7a768ee,532656,JFK,40.64,-73.779
572578-17bfa8c091e84673b29ebd4a36ceb6d6,572578,LOU,38.228,-85.664
590379-06aa4fe3e000420195f9f564852ac3b3,590379,BNA,36.124,-86.678
514132-47386abfc9714257b7e6aa67d622ce1f,514132,PHX,33.535,-112.383
635790-3b4df4deb97845e5a99ea77fba0c92e1,635790,FTW,32.82,-97.362
499313-8760782c9b91476d9416abddb4109e26,499313,YHU,45.517,-73.417
510946-abe08bcdd68d465eb04250bb2b5276e8,510946,IAH,29.607,-95.159
581835-8a911ff16b09406ba2b597639db7b74f,581835,ORD,41.786,-87.752
518372-5388c7bf1c0f497d954bae9816f89b8c,518372,FAT,36.776,-119.718
488314-51c8ab0bf15d4b09aff1f223a6b10144,488314,BWI,39.175,-76.668
510156-c3e1aef4628848838aae7787330971c1,510156,SKF,29.529,-98.279
714504-15a5f966d91e4b8a8f08290dcc4ca841,714504,LRF,30.494,-81.688
252835-83436d3a5b194c72b7745b2f3a48b9a6,252835,YED,53.667,-113.467
595852-d01b143aae434ea5ae370123e4832212,595852,LCK,39.998,-82.892
586811-6cfcfe36b88e4e6ba0241e08a4de6666,586811,YUL,45.517,-73.417
567211-6562dc24ad8343a18aac634d6b06fa52,567211,YHM,43.173,-79.935
528567-afe6196545924425af2a9093239c984d,528567,LGA,40.64,-73.779
417679-07bee06e8c9b473a9935146211520285,417679,ELP,31.849,-106.38
499847-2a42aa26a9684b8794af0906580de014,499847,BNA,36.124,-86.678
513826-1a3117b2ab2d4d0d9f455991fa560cd8,513826,LAX,33.942,-118.408
511379-ffadbb2c589c4cb4a4b40643610f70cf,511379,UGN,41.786,-87.752
512787-3085ccd016df4971b08749edb69ff092,512787,YOW,45.323,-75.669
518372-0dbc433e2cbd432395ee2bafd4cc6d1c,518372,MKE,42.947,-87.896
671151-82d7f195319947e9b2b8fced94e67585,671151,LRF,30.494,-81.688
604688-636bda88a1ac4ed781a345ab77857073,604688,YUL,45.517,-73.417
541168-3c834d1f9db04ee6bcb15d93fd1c010f,541168,SKF,29.529,-98.279
630609-933a46cd43d646e4a9daf2876a866cbf,630609,MDW,41.786,-87.752
442833-30b00a8d972743b5982b903f8154f11d,442833,SKF,29.529,-98.279
589489-571367cdd47f4e2687883342c45c7e6b,589489,SVZ,29.529,-98.279
573704-addf4402cc8a4787b5f0db9c786299fc,573704,SAT,29.529,-98.279
485149-d7e6b699c9e7410c92d82a1baa056abc,485149,DEN,39.858,-104.667
579065-e46e188b4127468ebcb3fc919d655220,579065,LGA,40.64,-73.779
505713-af314456eabf4c62939578ad09e38bb6,505713,SAN,32.699,-117.215
605558-9b3b901cd05340839ce558f669a43f9d,605558,LGA,40.64,-73.779
526079-419d924146c9482c8352f5f234404521,526079,JFK,40.64,-73.779
664405-40756d5ff89e4be98eefd780c9c587ea,664405,YYC,51.114,-114.02
623077-8aee99510b5b4a53b5a7c81053775905,623077,OKC,35.393,-97.601
573249-853074fa683248db9c389343fe3c74a0,573249,JFK,40.64,-73.779
549850-7bb54375e57e41798d37dc8fda4b8f1d,549850,SJC,37.362,-121.929
519694-f3c2a692bf174d9890ab4fd63740e20f,519694,EFD,29.607,-95.159
563711-df3bf507e68f4f73bf006a58dec578d3,563711,JFK,40.64,-73.779
560175-c9f3c336993b431592f2df07c635804d,560175,LGA,40.64,-73.779
664663-09706a08fbaf46a399e29fdcb05ecffd,664663,BWI,39.175,-76.668
613941-1d6270d9e4d5413a97c9efadba8a08dc,613941,ELP,31.849,-106.38
527782-77f5965c0d7249d28980bbac960e0b9d,527782,SFO,37.619,-122.375
550805-9cc35dda7f5f4b4fa785d914b6f8832d,550805,SJI,37.362,-121.929
563731-16c4065aea1c48d79f0834fb45421696,563731,YYC,51.114,-114.02
510022-7c859a8a3b2141969512c60170e178cb,510022,PDX,45.589,-122.597
518324-917344bf288548d381dbdf56db804f50,518324,CMH,39.998,-82.892
510585-23597522f79847e08e1f36936557b922,510585,YYC,51.114,-114.02
476104-c4d7b0df056a42d0a55c9faa2a31a082,476104,AUS,30.194,-97.67
530585-3dada2710e7a4219a7771d2c5a49a3cd,530585,YYC,51.114,-114.02
599927-2ca1614113194e38ad0532f72daa7604,599927,NZC,30.494,-81.688
550068-e6b2cd33b71e4fabbc80f33daa7760d7,550068,DEN,39.858,-104.667
592929-2f68f88c7fb44c53af9f02ebfd18b46c,592929,PHX,33.535,-112.383
675594-084fb7964a664f1593002725d0ebce57,675594,IAH,29.607,-95.159
558682-7d07fe2a59db49629937df5c3e5c3a44,558682,YVR,49.195,-123.182
409073-5bf698e018f7476bafa8e0c34654e067,409073,SEA,47.53,-122.302
634130-32ae9dc6bc0e406e8a4cbb257561cbcd,634130,FTW,32.82,-97.362
517825-dfaccfe016a54b8f961b459d9f847b2c,517825,MDW,41.786,-87.752
531158-82cc72f739e94f3d85ac52510ec5cc25,531158,SEA,47.53,-122.302
518281-1aae0913002a477aa0359a9664d1c99a,518281,MKE,42.947,-87.896
509282-a2bf5b84091b47a8ab3f12c95f8dd863,509282,LGA,40.64,-73.779
560195-154e14067c454bd08d0496accf529f6e,560195,LRF,30.494,-81.688
505358-d0b90b4f4c9443c1a8316d7830c4e856,505358,JFK,40.64,-73.779
519469-43ff7be9842447ecabbdd9805a026d1a,519469,YYZ,43.862,-79.37
544640-b99febbf9ca742a6abe4650effb9f169,544640,NZC,30.494,-81.688
526409-9b74d46fb15b4fdbb3814720578c388f,526409,JFK,40.64,-73.779
539528-700e1341a67648ae87bbf3f9cea98f05,539528,SFO,37.619,-122.375
586732-92f99cd0af0049bb817fea7201eba6e5,586732,SJC,37.362,-121.929
639458-94a1957329d347a2bc4f60f124a0d768,639458,LGA,40.64,-73.779
549580-64514c646f164410946313f8c96ddb1f,549580,LSQ,33.942,-118.408
553805-d44efa50d8c04b9c8af4079b5d40b0b6,553805,JFK,40.64,-73.779
573988-ec7f9d26e88c4744857a3603d68f33f8,573988,LAS,36.08,-115.152
501735-fd645f46d37d45269ce752e0b7975005,501735,YHU,45.517,-73.417
474546-f2d35f9e891a440393ada91c89a67d5a,474546,LGA,40.64,-73.779
460625-2197f8271f014709ab681df1719a650a,460625,IAH,29.607,-95.159
512589-8de2a45986174a4f8abdf4bc7a6f1aea,512589,NCA,30.494,-81.688
478585-164f615891ff4444adc415754d76ddd7,478585,FTW,32.82,-97.362
552642-9f5a78c7b3da41d384294e30c4db8e36,552642,UGN,41.786,-87.752
542663-5f2f7c4914f1406e92208e517bd3cfab,542663,ORD,41.786,-87.752
564182-92f1b76ff5624721993036115e6cb149,564182,YOW,45.323,-75.669
559469-bfc9011838c64fc18b342204778b5009,559469,SJC,37.362,-121.929
544680-f3b8aaf1993944e98e5ec8ac7ffc5036,544680,YYZ,43.862,-79.37
524313-fd026058bad9463a90ac0c3fc3f3af79,524313,DAL,32.847,-96.852
494382-4fac26463ca44bc2ac33502566be2e3c,494382,JFK,40.64,-73.779
413658-cc1e2753df1f45879078f95ea87924df,413658,LAS,36.08,-115.152
584912-1c5b0e410c5c4c6790a35be0142327e5,584912,LGA,40.64,-73.779
526354-0cf0b099d59345a29e894fca9fbe0b9f,526354,PNE,39.872,-75.241
522118-d22b7744f6ad47a0b5cf6fe0214616e2,522118,JFK,40.64,-73.779
600842-a761ad7125884f1681be39367a850a09,600842,LIN,45.445,9.277
530213-d5a3e77087de4849913a7dd2e758e7b3,530213,ELP,31.849,-106.38
509516-553e80f0f43142c98ba038189036aad4,509516,PHX,33.535,-112.383
577617-56294197ad1545b4a6d32a4e4e08e50d,577617,DET,42.409,-83.01
588582-a6ceacd8c66b4ef7a809c5b0d2b2588f,588582,LCK,39.998,-82.892
492999-fb2f41f588d4491697339c214cdeeddf,492999,BWI,39.175,-76.668
513791-0770dc43920d40009a3da764b63f9c53,513791,LAX,33.942,-118.408
556067-e94b8491314a455f87e73a3408f1e6b8,556067,LAX,33.942,-118.408
527075-bd7d140d380e4542802b03a0e29adf69,527075,LAX,33.942,-118.408
514318-48629aa17e58491b8605807a928a92ba,514318,NZY,32.699,-117.215
575528-bbc6c457435848baa98b2067cbc5dc06,575528,DAL,32.847,-96.852
546587-84cd703b62a240dfb078ac9dd783b889,546587,EFD,29.607,-95.159
732729-78c8a1185448485fa3395add89abbe9f,732729,DTW,42.409,-83.01
523619-668c088db1564644b153d3a5c06a9252,523619,MDW,41.786,-87.752
554413-124ab31acfb846c39f5c6808061ea803,554413,ORD,41.786,-87.752
570666-2963dee65dd54691ad747d5a1457b251,570666,LGA,40.64,-73.779
601673-4251158529bf40a08caee1bd2c371d48,601673,YYC,51.114,-114.02
566625-cb0a676e44454bbbba315153430740ec,566625,YEG,53.667,-113.467
549058-8eefdc2529e24e1a8b4251023ab70708,549058,AUS,30.194,-97.67
571300-fc4db2e1189c4e56a8fa0c4b24fdaa9d,571300,DAL,32.847,-96.852
522111-3665584c15c6455caa53d424e583015c,522111,SFO,37.619,-122.375
522633-128efdca308647bbafeacf4ad7f2e452,522633,BNA,36.124,-86.678
565464-f6a05802fe6e47d3b9bf8237f4520d6a,565464,LSQ,33.942,-118.408
594695-b0af62d87d4a46938e16b8f4aab7561a,594695,JFK,40.64,-73.779
592221-2cac32b037464739b49bf35423da4daa,592221,JFK,40.64,-73.779
526711-ef1354257809498183bcd0313bb37b30,526711,PHL,39.872,-75.241
542095-da1172e2431342eba39c1630cbf81673,542095,LGA,40.64,-73.779
524821-7386b0a5b74247d298f017a499ffecd2,524821,SAN,32.699,-117.215
587754-e3a0b925655f41d89924c6aa66cf65c2,587754,YHU,45.517,-73.417
639009-37f3fe614a644e8aa34e7427f48d7d5d,639009,IAH,29.607,-95.159
598075-1794b65435614e22b415d515a8ddf4a7,598075,YXD,53.667,-113.467
757930-fa181d627218442c9c40ac0c4933f5f3,757930,LAX,33.942,-118.408
538147-8ee3e4c444454862bf9c5a9afa60ecd9,538147,RND,29.529,-98.279
521434-0fc7a4d8d9dc4ce7993bdaedf9afc7a6,521434,ORD,41.786,-87.752
512999-02a51fe0dc1c4e96b0732aba2f510048,512999,DMA,32.166,-110.883
468409-b4ba910f0c044f11a9d29fddc53a61a9,468409,BNA,36.124,-86.678
541240-9651373a0cb34d31b09a3eee09da78d4,541240,NZC,30.494,-81.688
487637-21014b456aa640c1be8a7c254d1ee4d7,487637,YKZ,43.862,-79.37
476956-8b8e7459e427404fbacee39bfdbfede9,476956,NIP,30.494,-81.688
540614-0dab7f196012409c8d6c0e3076ca951d,540614,DAL,32.847,-96.852
592399-50f8754bb3dd47529b7da2f677ebca77,592399,SFO,37.619,-122.375
486447-b3eb0c97047d4817abf5955e358f90f1,486447,LBG,48.969,2.441
516578-08b03b5b5d114c7589c715ae4d6f7a7a,516578,BIF,31.849,-106.38
538388-94628b37442547fa9892cb25e2f4a9b0,538388,NCA,30.494,-81.688
566173-f325fdf8784648358bcb6c8f28179489,566173,JFK,40.64,-73.779
582768-2397560c0abd44999684dcb4e65ef6ce,582768,DXB,25.255,55.364
556647-ea1d46df9ab54bd78eae80337d02c3c5,556647,OKC,35.393,-97.601
563995-36ab2c6a59dd4bcda347e8a15cbd2899,563995,JFK,40.64,-73.779
527038-10a4945a62ed44e4bfaa2ab459ffb767,527038,DEN,39.858,-104.667
577356-619bf2dd5fc540d4a208d585182132c6,577356,BIF,31.849,-106.38
607270-da3d461171594434a40f1c3201c81e39,607270,SAN,32.699,-117.215
546688-d8a745c4f3eb4e98a7b4d5bb09b0989e,546688,UGN,41.786,-87.752
515243-5a7e18c70ef64fc1b221ab42bb7b1197,515243,LSV,36.08,-115.152
567906-1b3ba0e1ac7c421ea124368e25bb0950,567906,DTW,42.409,-83.01
530656-50dd67003f934e38a89414dd6f9743cb,530656,FAT,36.776,-119.718
438596-20376e2fffa84994a692fd88c933b6c8,438596,AUS,30.194,-97.67
544469-e6cfbcb2bdb44156829ec3b33ffa622f,544469,BNA,36.124,-86.678
522179-f092233e3a664ca2a30c46f7aba1b949,522179,SAT,29.529,-98.279
518541-ad45bf318cf14a67be1ae575ea0d3d09,518541,LGA,40.64,-73.779
517715-8b04aeb93f5a4dd3b37832338ae2b202,517715,CLT,35.214,-80.943
471935-5ef98ef27d744a2b87998152e4be273f,471935,BFI,47.53,-122.302
552088-d4e8928ee75b46dcaa4b4f42e5a756c7,552088,DAL,32.847,-96.852
517596-9c9aee64b2c54c4c9a2d0deed732c7b6,517596,LGA,40.64,-73.779
625400-ce948bf4ea2b44b0bc6231ba408b2b9a,625400,LSQ,33.942,-118.408
511424-434ea62a9329462e9a32f14d7d61fd08,511424,DMA,32.166,-110.883
552944-4776b27a34714ddc93fecd2046910211,552944,LAX,33.942,-118.408
512974-f6caa60c40054729abe78e52e7953a83,512974,LOS,6.577,3.321
594824-8246cae06c3748bb8d32684dee1ed50a,594824,EFD,29.607,-95.159
690420-878eda105d194e4eb7719403e1eb7809,690420,YYZ,43.862,-79.37
583483-7b6e1cc02ac14464b3048809713f7b9e,583483,LSQ,33.942,-118.408
546008-edd174cb592046a2a9571150c510c23f,546008,YUL,45.517,-73.417
519709-5d2335706712435cbe7df42116c9713a,519709,EFD,29.607,-95.159
510048-e27443052ec64f2ab496345ad55b2ccc,510048,LGA,40.64,-73.779
533123-de266e2be11e4f1aac74c68bf30e0b3e,533123,LSQ,33.942,-118.408
511440-f956735a793b43c0bfd02aa83592f51b,511440,YYZ,43.862,-79.37
521060-9381ac73691747f7b8891d819872a107,521060,EFD,29.607,-95.159
513422-4693745d9ab54023b9c820756f72605e,513422,DTW,42.409,-83.01
568641-1ccee49978904708ba4581351bc0ead8,568641,SFO,37.619,-122.375
523517-5c0802b96c834d338a397a820e8fafbf,523517,LGA,40.64,-73.779
496286-d89d6c436e494cf49351c712cda7c361,496286,YEG,53.667,-113.467
531344-dc4d54153bf848ee88d9d5382ebb8d59,531344,YUL,45.517,-73.417
534351-06d25dfe0e0840f9aebeea513840da3e,534351,SJC,37.362,-121.929
546679-b37fa955ff7844ed862c35621c8c9c67,546679,IND,39.717,-86.294
525201-e221b448b55a4161acfbb7bd98afa084,525201,PNE,39.872,-75.241
541259-042d820170c1404789965bdedf910571,541259,DAL,32.847,-96.852
563253-e824ac8e5e384c45b0695a2ca8cd62af,563253,AUS,30.194,-97.67
530421-8b1a5a48a19a4a518d342429eb24bd5c,530421,LAX,33.942,-118.408
520530-a6e1cb1dc1af4b78b36e522c0b1af6db,520530,YMX,45.517,-73.417
495386-2d784cea782c487f8cc3cd5977c35ad3,495386,MEM,35.042,-89.977
557921-24125a77d76a43e087a8eec52b4f4d87,557921,RND,29.529,-98.279
593804-2a1683388ce64b6b9074720a34dfe64a,593804,YIP,42.409,-83.01
595123-5a837ee6ff454560b94a46e45c222dbc,595123,YZD,43.862,-79.37
567651-0b2f463946084f108cd27bdf830d6a38,567651,CLT,35.214,-80.943
510170-66d3aa82c2de482ab73d1ab8a5ea440d,510170,IND,39.717,-86.294
553231-d23e8151cc5846c99906154f0c51c8eb,553231,LSQ,33.942,-118.408
566726-51d9d7018ddb447a87a6bea087f7048f,566726,YZD,43.862,-79.37
338086-3f66f30804764be885dc38d4d1f6aaa8,338086,DAL,32.847,-96.852
574840-8a7e64f477814ab7885f7ed37729188a,574840,JAX,30.494,-81.688
515478-0c711f2bac4c48b1b1c2295ca3477456,515478,MEM,35.042,-89.977
547301-314ba0dd66d645fd9c5b325982dfba83,547301,LOU,38.228,-85.664
626645-7316cf0d9a0645bdb9289b047b273f5f,626645,YTZ,43.862,-79.37
518495-3186f0e3e7f1439c9caddc9e836b1afa,518495,YZD,43.862,-79.37
530365-7adad29f3bc84574b2582773993014e2,530365,FTW,32.82,-97.362
597003-380e3e9b666a4c5cb34fe18103086dcf,597003,PHL,39.872,-75.241
509160-f608526c7911433a99c1ed77a078cf3c,509160,PWM,45.589,-122.597
549303-c8eae71c2bec4acaa331d66c13ef3e18,549303,YKZ,43.862,-79.37
580211-a367e5a240ee4688bdb50189e8a9b807,580211,LSV,36.08,-115.152
525611-363d040195c84662bb043e90920991ab,525611,JFK,40.64,-73.779
539912-73c333fb56764b60b4d63f2fc5836439,539912,PWM,45.589,-122.597
534045-2304b1bb2bb44c8282cc6ebbafe01f8a,534045,SFO,37.619,-122.375
507732-83dd191a3d72486eb66b6ef8b9902779,507732,BNA,36.124,-86.678
548967-437ec0d2272e49848b5fcd5ee6faa68e,548967,BOS,42.364,-71.005
561908-5826e06d04ae4165914d9cd36935644e,561908,IND,39.717,-86.294
516251-0396358561a847c094ad3147f06482a1,516251,JFK,40.64,-73.779
467007-fe0bcbcabac94028b84712fe9ff183bd,467007,XMN,24.544,118.127
652040-7156650c801e43599f6dd175d73f8ac5,652040,HOU,29.607,-95.159
625984-bf964217dc4d44d9b6b080cb1008e072,625984,NZY,32.699,-117.215
533291-37c1db82b19b4119827caba91722fdb9,533291,LUF,33.535,-112.383
631993-61f572f04e9e4a868c5a1fbed4c02acd,631993,LSQ,33.942,-118.408
519137-acb95fde2ffc4107a7a23c4dfefbfabe,519137,NZC,30.494,-81.688
523657-b667e3ecb56843f9aae026ba1aa1fab9,523657,FAT,36.776,-119.718
628033-0679d0f4113246e79a2492cf3e26d020,628033,ORD,41.786,-87.752
542805-159e1194091943df81de31f281eb113b,542805,SAT,29.529,-98.279
516789-aa2e335ea4c1469ba76eaad85130fa8c,516789,PWM,45.589,-122.597
425953-0fe02ee92ed44528a08c9061d5e71c16,425953,UGN,41.786,-87.752
438406-b42dafe3a5b6448391acaaebf2c35f49,438406,LGA,40.64,-73.779
539243-5faec51ca13343e8aa17d7846f724ce8,539243,IAH,29.607,-95.159
550426-4ee1b21f6b0148f1804e0536278de146,550426,ORD,41.786,-87.752
528281-9ad1683ce20244fd9a6666ebcc793dbc,528281,YTZ,43.862,-79.37
517968-0204c132fd174d49b787f1da963f9fe4,517968,HLZ,43.173,-79.935
570713-a3b593e93c2f46f9b6be5cf0b573800c,570713,SAN,32.699,-117.215
511762-c48dc101bc394cb798ba44610107416d,511762,JFK,40.64,-73.779
529436-8d9577d4bf56446f9dc3ed455809c373,529436,YMX,45.517,-73.417
479071-127097aaf71e4b6b8571e61eab7d9b96,479071,PHL,39.872,-75.241
632965-e3644b3fb34f4e1c8abfd8044c98f78a,632965,IAH,29.607,-95.159
529362-5f76615d6e8f4458a4d7f4396664b25b,529362,PHL,39.872,-75.241
563731-b4777b0ffbcb4a97b9e70bf419bbe075,563731,SAN,32.699,-117.215
543557-be858702b5124d62a664aa071e338df0,543557,DET,42.409,-83.01
534858-2630a21b2a1449b5ac3d58128b8eedc3,534858,DET,42.409,-83.01
512589-0873ddbb4e6a474f99f072324bf31503,512589,DET,42.409,-83.01
565365-2164ac50eb074e32bf8b37a0699ac1f5,565365,YKZ,43.862,-79.37
487453-972b27f52295447ca974a396870744bd,487453,PHL,39.872,-75.241
548504-ad2f25a6336b4ceb940b7b7796b44fb4,548504,JFK,40.64,-73.779
564620-322a6177eb3142318d2644c8e4f0c863,564620,LGA,40.64,-73.779
517438-dbda8ce9bbae44059a0f816e072444c4,517438,YUL,45.517,-73.417
527783-1d4490b6c2464932ad120ded34c9c85c,527783,CLT,35.214,-80.943
466723-255b6193e6d94194868267949889bb89,466723,CLT,35.214,-80.943
520530-39a358d7121b457aa2faddc1caa814ec,520530,FAT,36.776,-119.718
626520-98b767b7e7b44ca89997695a466b9851,626520,DCA,38.852,-77.037
638162-1acef5b8b20b46da97f13b4438e4382e,638162,NZC,30.494,-81.688
539868-496f06cb83474696b097b1e502d67e47,539868,LGA,40.64,-73.779
567256-3ecfb700a5df4d24ae29621adf831522,567256,JFK,40.64,-73.779
539883-8ce5d65189bd4e69bca19cab45295d21,539883,PHL,39.872,-75.241
518751-e0bb4077d8254b638385268b3cfd4518,518751,YOW,45.323,-75.669
603033-f852d2cb7952407bad317ece433c04e8,603033,LGA,40.64,-73.779
683978-6329294c60684ca9ad42c106c52c223a,683978,PDX,45.589,-122.597
531009-88fa7dd7b2664b8b8d815f627d69b72c,531009,JAX,30.494,-81.688
501125-3d035d7adc8c4301a1988267a3b5e9cd,501125,NCA,30.494,-81.688
647804-3da37185b39243baab7f96154a4a51e6,647804,SKF,29.529,-98.279
